dataset,model,num_datasets,dataset_type,score,model_type
mtbench,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,0.975,Hidden States GDA
mtbench,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States GDA
mtbench,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States GDA
mtbench,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States GDA
truthfulqa,olmo2_1124_7b_inst,wildguard,non_harmful,0.9822784810126582,Hidden States GDA
truthfulqa,olmo2_1124_7b_inst,aegis,non_harmful,0.8367088607594937,Hidden States GDA
truthfulqa,olmo2_1124_7b_inst,toxichat,non_harmful,0.9962025316455696,Hidden States GDA
truthfulqa,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,0.9620253164556962,Hidden States GDA
truthfulqa,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,0.9822784810126582,Hidden States GDA
truthfulqa,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.930379746835443,Hidden States GDA
truthfulqa,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,0.9746835443037974,Hidden States GDA
alpaca_eval,olmo2_1124_7b_inst,wildguard,non_harmful,0.9788819875776398,Hidden States GDA
alpaca_eval,olmo2_1124_7b_inst,aegis,non_harmful,0.9677018633540373,Hidden States GDA
alpaca_eval,olmo2_1124_7b_inst,toxichat,non_harmful,0.9962732919254659,Hidden States GDA
alpaca_eval,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,0.9763975155279503,Hidden States GDA
alpaca_eval,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,0.991304347826087,Hidden States GDA
alpaca_eval,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.9788819875776398,Hidden States GDA
alpaca_eval,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,0.9850931677018634,Hidden States GDA
wildjailbreak_test,llama3_8b_inst,wildguard,harmful,0.7370405278039586,Hidden States NMC
wildjailbreak_test,llama3_8b_inst,aegis,harmful,0.8059084194977844,Hidden States NMC
wildjailbreak_test,llama3_8b_inst,toxichat,harmful,0.9102135322871109,Hidden States NMC
wildjailbreak_test,llama3_8b_inst,wildguard+aegis,harmful,0.7441424554826617,Hidden States NMC
wildjailbreak_test,llama3_8b_inst,wildguard+toxichat,harmful,0.8242389431361287,Hidden States NMC
wildjailbreak_test,llama3_8b_inst,aegis+toxichat,harmful,0.9167733674775929,Hidden States NMC
wildjailbreak_test,llama3_8b_inst,wildguard+aegis+toxichat,harmful,0.8296169239565466,Hidden States NMC
simplesafety_tests,llama3_8b_inst,wildguard,harmful,0.9847715736040609,Hidden States NMC
simplesafety_tests,llama3_8b_inst,aegis,harmful,1.0,Hidden States NMC
simplesafety_tests,llama3_8b_inst,toxichat,harmful,1.0,Hidden States NMC
simplesafety_tests,llama3_8b_inst,wildguard+aegis,harmful,1.0,Hidden States NMC
simplesafety_tests,llama3_8b_inst,wildguard+toxichat,harmful,0.9847715736040609,Hidden States NMC
simplesafety_tests,llama3_8b_inst,aegis+toxichat,harmful,1.0,Hidden States NMC
simplesafety_tests,llama3_8b_inst,wildguard+aegis+toxichat,harmful,1.0,Hidden States NMC
toxicchat_humanannotated,llama3_8b_inst,wildguard,harmful,0.5059422750424448,Hidden States NMC
toxicchat_humanannotated,llama3_8b_inst,aegis,harmful,0.5321100917431193,Hidden States NMC
toxicchat_humanannotated,llama3_8b_inst,toxichat,harmful,0.6324110671936759,Hidden States NMC
toxicchat_humanannotated,llama3_8b_inst,wildguard+aegis,harmful,0.5371248025276462,Hidden States NMC
toxicchat_humanannotated,llama3_8b_inst,wildguard+toxichat,harmful,0.6232356134636265,Hidden States NMC
toxicchat_humanannotated,llama3_8b_inst,aegis+toxichat,harmful,0.6429980276134122,Hidden States NMC
toxicchat_humanannotated,llama3_8b_inst,wildguard+aegis+toxichat,harmful,0.6419491525423728,Hidden States NMC
xstest,llama3_8b_inst,wildguard,harmful,0.9384615384615385,Hidden States NMC
xstest,llama3_8b_inst,aegis,harmful,0.9205607476635514,Hidden States NMC
xstest,llama3_8b_inst,toxichat,harmful,0.9571788413098237,Hidden States NMC
xstest,llama3_8b_inst,wildguard+aegis,harmful,0.9493975903614458,Hidden States NMC
xstest,llama3_8b_inst,wildguard+toxichat,harmful,0.9384615384615385,Hidden States NMC
xstest,llama3_8b_inst,aegis+toxichat,harmful,0.9358669833729216,Hidden States NMC
xstest,llama3_8b_inst,wildguard+aegis+toxichat,harmful,0.9493975903614458,Hidden States NMC
aegis,llama3_8b_inst,wildguard,harmful,0.7204301075268817,Hidden States NMC
aegis,llama3_8b_inst,aegis,harmful,0.8349056603773585,Hidden States NMC
aegis,llama3_8b_inst,toxichat,harmful,0.7887323943661971,Hidden States NMC
aegis,llama3_8b_inst,wildguard+aegis,harmful,0.8380952380952381,Hidden States NMC
aegis,llama3_8b_inst,wildguard+toxichat,harmful,0.7286821705426356,Hidden States NMC
aegis,llama3_8b_inst,aegis+toxichat,harmful,0.8477751756440282,Hidden States NMC
aegis,llama3_8b_inst,wildguard+aegis+toxichat,harmful,0.8490566037735849,Hidden States NMC
wildguardtest,llama3_8b_inst,wildguard,harmful,0.7834890965732088,Hidden States NMC
wildguardtest,llama3_8b_inst,aegis,harmful,0.7869535045107564,Hidden States NMC
wildguardtest,llama3_8b_inst,toxichat,harmful,0.7790769230769231,Hidden States NMC
wildguardtest,llama3_8b_inst,wildguard+aegis,harmful,0.7952167414050823,Hidden States NMC
wildguardtest,llama3_8b_inst,wildguard+toxichat,harmful,0.7942028985507247,Hidden States NMC
wildguardtest,llama3_8b_inst,aegis+toxichat,harmful,0.7833827893175074,Hidden States NMC
wildguardtest,llama3_8b_inst,wildguard+aegis+toxichat,harmful,0.8039078855547802,Hidden States NMC
harmbench,llama3_8b_inst,wildguard,harmful,0.805,Hidden States NMC
harmbench,llama3_8b_inst,aegis,harmful,0.7929292929292929,Hidden States NMC
harmbench,llama3_8b_inst,toxichat,harmful,0.8909512761020881,Hidden States NMC
harmbench,llama3_8b_inst,wildguard+aegis,harmful,0.8079800498753117,Hidden States NMC
harmbench,llama3_8b_inst,wildguard+toxichat,harmful,0.883177570093458,Hidden States NMC
harmbench,llama3_8b_inst,aegis+toxichat,harmful,0.8909512761020881,Hidden States NMC
harmbench,llama3_8b_inst,wildguard+aegis+toxichat,harmful,0.8857808857808858,Hidden States NMC
openai_mod,llama3_8b_inst,wildguard,harmful,0.6984815618221258,Hidden States NMC
openai_mod,llama3_8b_inst,aegis,harmful,0.7509293680297398,Hidden States NMC
openai_mod,llama3_8b_inst,toxichat,harmful,0.6805040770941438,Hidden States NMC
openai_mod,llama3_8b_inst,wildguard+aegis,harmful,0.7410881801125704,Hidden States NMC
openai_mod,llama3_8b_inst,wildguard+toxichat,harmful,0.702803738317757,Hidden States NMC
openai_mod,llama3_8b_inst,aegis+toxichat,harmful,0.7398005439709883,Hidden States NMC
openai_mod,llama3_8b_inst,wildguard+aegis+toxichat,harmful,0.7420237010027347,Hidden States NMC
mmlu,llama3_8b_inst,wildguard,non_harmful,1.0,Hidden States NMC
mmlu,llama3_8b_inst,aegis,non_harmful,1.0,Hidden States NMC
mmlu,llama3_8b_inst,toxichat,non_harmful,1.0,Hidden States NMC
mmlu,llama3_8b_inst,wildguard+aegis,non_harmful,1.0,Hidden States NMC
mmlu,llama3_8b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
mmlu,llama3_8b_inst,aegis+toxichat,non_harmful,1.0,Hidden States NMC
mmlu,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States NMC
codex,llama3_8b_inst,wildguard,non_harmful,1.0,Hidden States NMC
codex,llama3_8b_inst,aegis,non_harmful,1.0,Hidden States NMC
codex,llama3_8b_inst,toxichat,non_harmful,1.0,Hidden States NMC
codex,llama3_8b_inst,wildguard+aegis,non_harmful,1.0,Hidden States NMC
codex,llama3_8b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
codex,llama3_8b_inst,aegis+toxichat,non_harmful,1.0,Hidden States NMC
codex,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States NMC
gsm8k,llama3_8b_inst,wildguard,non_harmful,1.0,Hidden States NMC
gsm8k,llama3_8b_inst,aegis,non_harmful,1.0,Hidden States NMC
gsm8k,llama3_8b_inst,toxichat,non_harmful,1.0,Hidden States NMC
gsm8k,llama3_8b_inst,wildguard+aegis,non_harmful,1.0,Hidden States NMC
gsm8k,llama3_8b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
gsm8k,llama3_8b_inst,aegis+toxichat,non_harmful,1.0,Hidden States NMC
gsm8k,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States NMC
bbh,llama3_8b_inst,wildguard,non_harmful,1.0,Hidden States NMC
bbh,llama3_8b_inst,aegis,non_harmful,1.0,Hidden States NMC
bbh,llama3_8b_inst,toxichat,non_harmful,1.0,Hidden States NMC
bbh,llama3_8b_inst,wildguard+aegis,non_harmful,1.0,Hidden States NMC
bbh,llama3_8b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
bbh,llama3_8b_inst,aegis+toxichat,non_harmful,1.0,Hidden States NMC
bbh,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States NMC
mtbench,llama3_8b_inst,wildguard,non_harmful,1.0,Hidden States NMC
mtbench,llama3_8b_inst,aegis,non_harmful,1.0,Hidden States NMC
mtbench,llama3_8b_inst,toxichat,non_harmful,0.9375,Hidden States NMC
mtbench,llama3_8b_inst,wildguard+aegis,non_harmful,1.0,Hidden States NMC
mtbench,llama3_8b_inst,wildguard+toxichat,non_harmful,0.9625,Hidden States NMC
mtbench,llama3_8b_inst,aegis+toxichat,non_harmful,0.95,Hidden States NMC
mtbench,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,0.9625,Hidden States NMC
truthfulqa,llama3_8b_inst,wildguard,non_harmful,0.9810126582278481,Hidden States NMC
truthfulqa,llama3_8b_inst,aegis,non_harmful,0.9012658227848102,Hidden States NMC
truthfulqa,llama3_8b_inst,toxichat,non_harmful,0.979746835443038,Hidden States NMC
truthfulqa,llama3_8b_inst,wildguard+aegis,non_harmful,0.9405063291139241,Hidden States NMC
truthfulqa,llama3_8b_inst,wildguard+toxichat,non_harmful,0.9873417721518988,Hidden States NMC
truthfulqa,llama3_8b_inst,aegis+toxichat,non_harmful,0.930379746835443,Hidden States NMC
truthfulqa,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,0.9468354430379747,Hidden States NMC
alpaca_eval,llama3_8b_inst,wildguard,non_harmful,0.9950310559006211,Hidden States NMC
alpaca_eval,llama3_8b_inst,aegis,non_harmful,0.9888198757763975,Hidden States NMC
alpaca_eval,llama3_8b_inst,toxichat,non_harmful,0.9465838509316771,Hidden States NMC
alpaca_eval,llama3_8b_inst,wildguard+aegis,non_harmful,0.9888198757763975,Hidden States NMC
alpaca_eval,llama3_8b_inst,wildguard+toxichat,non_harmful,0.9664596273291925,Hidden States NMC
alpaca_eval,llama3_8b_inst,aegis+toxichat,non_harmful,0.9478260869565217,Hidden States NMC
alpaca_eval,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,0.9627329192546584,Hidden States NMC
wildjailbreak_test,mistral7b_inst,wildguard,harmful,0.7708333333333334,Hidden States NMC
wildjailbreak_test,mistral7b_inst,aegis,harmful,0.3062605752961083,Hidden States NMC
wildjailbreak_test,mistral7b_inst,toxichat,harmful,0.9118161378965776,Hidden States NMC
wildjailbreak_test,mistral7b_inst,wildguard+aegis,harmful,0.77119904790241,Hidden States NMC
wildjailbreak_test,mistral7b_inst,wildguard+toxichat,harmful,0.8198549916341328,Hidden States NMC
wildjailbreak_test,mistral7b_inst,aegis+toxichat,harmful,0.9123157631776168,Hidden States NMC
wildjailbreak_test,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.8195258019525802,Hidden States NMC
simplesafety_tests,mistral7b_inst,wildguard,harmful,0.9583333333333334,Hidden States NMC
simplesafety_tests,mistral7b_inst,aegis,harmful,0.9949748743718593,Hidden States NMC
simplesafety_tests,mistral7b_inst,toxichat,harmful,0.88268156424581,Hidden States NMC
simplesafety_tests,mistral7b_inst,wildguard+aegis,harmful,1.0,Hidden States NMC
simplesafety_tests,mistral7b_inst,wildguard+toxichat,harmful,0.9583333333333334,Hidden States NMC
simplesafety_tests,mistral7b_inst,aegis+toxichat,harmful,1.0,Hidden States NMC
simplesafety_tests,mistral7b_inst,wildguard+aegis+toxichat,harmful,1.0,Hidden States NMC
toxicchat_humanannotated,mistral7b_inst,wildguard,harmful,0.44617092119866814,Hidden States NMC
toxicchat_humanannotated,mistral7b_inst,aegis,harmful,0.33163265306122447,Hidden States NMC
toxicchat_humanannotated,mistral7b_inst,toxichat,harmful,0.5189003436426117,Hidden States NMC
toxicchat_humanannotated,mistral7b_inst,wildguard+aegis,harmful,0.4247619047619048,Hidden States NMC
toxicchat_humanannotated,mistral7b_inst,wildguard+toxichat,harmful,0.5460992907801419,Hidden States NMC
toxicchat_humanannotated,mistral7b_inst,aegis+toxichat,harmful,0.5193798449612403,Hidden States NMC
toxicchat_humanannotated,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.5324779470729751,Hidden States NMC
xstest,mistral7b_inst,wildguard,harmful,0.9002695417789758,Hidden States NMC
xstest,mistral7b_inst,aegis,harmful,0.777120315581854,Hidden States NMC
xstest,mistral7b_inst,toxichat,harmful,0.6488294314381271,Hidden States NMC
xstest,mistral7b_inst,wildguard+aegis,harmful,0.8191268191268192,Hidden States NMC
xstest,mistral7b_inst,wildguard+toxichat,harmful,0.8603351955307262,Hidden States NMC
xstest,mistral7b_inst,aegis+toxichat,harmful,0.8259958071278826,Hidden States NMC
xstest,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.8312236286919831,Hidden States NMC
aegis,mistral7b_inst,wildguard,harmful,0.7362924281984334,Hidden States NMC
aegis,mistral7b_inst,aegis,harmful,0.8596112311015118,Hidden States NMC
aegis,mistral7b_inst,toxichat,harmful,0.6062322946175638,Hidden States NMC
aegis,mistral7b_inst,wildguard+aegis,harmful,0.8558951965065502,Hidden States NMC
aegis,mistral7b_inst,wildguard+toxichat,harmful,0.7263157894736842,Hidden States NMC
aegis,mistral7b_inst,aegis+toxichat,harmful,0.8483516483516483,Hidden States NMC
aegis,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.8508771929824561,Hidden States NMC
wildguardtest,mistral7b_inst,wildguard,harmful,0.7244212098581031,Hidden States NMC
wildguardtest,mistral7b_inst,aegis,harmful,0.6266358737490377,Hidden States NMC
wildguardtest,mistral7b_inst,toxichat,harmful,0.6618531889290012,Hidden States NMC
wildguardtest,mistral7b_inst,wildguard+aegis,harmful,0.7216916780354706,Hidden States NMC
wildguardtest,mistral7b_inst,wildguard+toxichat,harmful,0.7458333333333333,Hidden States NMC
wildguardtest,mistral7b_inst,aegis+toxichat,harmful,0.7233814874264313,Hidden States NMC
wildguardtest,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.7474489795918368,Hidden States NMC
harmbench,mistral7b_inst,wildguard,harmful,0.9608695652173913,Hidden States NMC
harmbench,mistral7b_inst,aegis,harmful,0.7743589743589744,Hidden States NMC
harmbench,mistral7b_inst,toxichat,harmful,0.9698275862068966,Hidden States NMC
harmbench,mistral7b_inst,wildguard+aegis,harmful,0.9608695652173913,Hidden States NMC
harmbench,mistral7b_inst,wildguard+toxichat,harmful,0.9915611814345991,Hidden States NMC
harmbench,mistral7b_inst,aegis+toxichat,harmful,0.9872881355932204,Hidden States NMC
harmbench,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.9936842105263158,Hidden States NMC
openai_mod,mistral7b_inst,wildguard,harmful,0.69375,Hidden States NMC
openai_mod,mistral7b_inst,aegis,harmful,0.6631299734748011,Hidden States NMC
openai_mod,mistral7b_inst,toxichat,harmful,0.6040034812880766,Hidden States NMC
openai_mod,mistral7b_inst,wildguard+aegis,harmful,0.6614447345517842,Hidden States NMC
openai_mod,mistral7b_inst,wildguard+toxichat,harmful,0.669208770257388,Hidden States NMC
openai_mod,mistral7b_inst,aegis+toxichat,harmful,0.6610025488530161,Hidden States NMC
openai_mod,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.6621276595744681,Hidden States NMC
mmlu,mistral7b_inst,wildguard,non_harmful,1.0,Hidden States NMC
mmlu,mistral7b_inst,aegis,non_harmful,0.9744897959183674,Hidden States NMC
mmlu,mistral7b_inst,toxichat,non_harmful,1.0,Hidden States NMC
mmlu,mistral7b_inst,wildguard+aegis,non_harmful,0.9905247813411079,Hidden States NMC
mmlu,mistral7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
mmlu,mistral7b_inst,aegis+toxichat,non_harmful,0.9989067055393586,Hidden States NMC
mmlu,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.9989067055393586,Hidden States NMC
codex,mistral7b_inst,wildguard,non_harmful,1.0,Hidden States NMC
codex,mistral7b_inst,aegis,non_harmful,1.0,Hidden States NMC
codex,mistral7b_inst,toxichat,non_harmful,1.0,Hidden States NMC
codex,mistral7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States NMC
codex,mistral7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
codex,mistral7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States NMC
codex,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States NMC
gsm8k,mistral7b_inst,wildguard,non_harmful,1.0,Hidden States NMC
gsm8k,mistral7b_inst,aegis,non_harmful,0.9871114480667172,Hidden States NMC
gsm8k,mistral7b_inst,toxichat,non_harmful,1.0,Hidden States NMC
gsm8k,mistral7b_inst,wildguard+aegis,non_harmful,0.9992418498862775,Hidden States NMC
gsm8k,mistral7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
gsm8k,mistral7b_inst,aegis+toxichat,non_harmful,0.9992418498862775,Hidden States NMC
gsm8k,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.9992418498862775,Hidden States NMC
bbh,mistral7b_inst,wildguard,non_harmful,1.0,Hidden States NMC
bbh,mistral7b_inst,aegis,non_harmful,0.9981481481481481,Hidden States NMC
bbh,mistral7b_inst,toxichat,non_harmful,1.0,Hidden States NMC
bbh,mistral7b_inst,wildguard+aegis,non_harmful,0.9990740740740741,Hidden States NMC
bbh,mistral7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
bbh,mistral7b_inst,aegis+toxichat,non_harmful,0.9990740740740741,Hidden States NMC
bbh,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.9990740740740741,Hidden States NMC
mtbench,mistral7b_inst,wildguard,non_harmful,0.9125,Hidden States NMC
mtbench,mistral7b_inst,aegis,non_harmful,0.975,Hidden States NMC
mtbench,mistral7b_inst,toxichat,non_harmful,0.8125,Hidden States NMC
mtbench,mistral7b_inst,wildguard+aegis,non_harmful,0.9125,Hidden States NMC
mtbench,mistral7b_inst,wildguard+toxichat,non_harmful,0.8875,Hidden States NMC
mtbench,mistral7b_inst,aegis+toxichat,non_harmful,0.8125,Hidden States NMC
mtbench,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.8875,Hidden States NMC
truthfulqa,mistral7b_inst,wildguard,non_harmful,0.9987341772151899,Hidden States NMC
truthfulqa,mistral7b_inst,aegis,non_harmful,0.6468354430379747,Hidden States NMC
truthfulqa,mistral7b_inst,toxichat,non_harmful,0.9949367088607595,Hidden States NMC
truthfulqa,mistral7b_inst,wildguard+aegis,non_harmful,0.7164556962025317,Hidden States NMC
truthfulqa,mistral7b_inst,wildguard+toxichat,non_harmful,0.9987341772151899,Hidden States NMC
truthfulqa,mistral7b_inst,aegis+toxichat,non_harmful,0.7341772151898734,Hidden States NMC
truthfulqa,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.7481012658227848,Hidden States NMC
alpaca_eval,mistral7b_inst,wildguard,non_harmful,0.8968944099378882,Hidden States NMC
alpaca_eval,mistral7b_inst,aegis,non_harmful,0.9192546583850931,Hidden States NMC
alpaca_eval,mistral7b_inst,toxichat,non_harmful,0.8608695652173913,Hidden States NMC
alpaca_eval,mistral7b_inst,wildguard+aegis,non_harmful,0.8559006211180125,Hidden States NMC
alpaca_eval,mistral7b_inst,wildguard+toxichat,non_harmful,0.8708074534161491,Hidden States NMC
alpaca_eval,mistral7b_inst,aegis+toxichat,non_harmful,0.8273291925465839,Hidden States NMC
alpaca_eval,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.8385093167701864,Hidden States NMC
wildjailbreak_test,olmo2_1124_7b_inst,wildguard,harmful,0.8305628463108778,Hidden States NMC
wildjailbreak_test,olmo2_1124_7b_inst,aegis,harmful,0.9041245561322043,Hidden States NMC
wildjailbreak_test,olmo2_1124_7b_inst,toxichat,harmful,0.9299974728329543,Hidden States NMC
wildjailbreak_test,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.8322655794991264,Hidden States NMC
wildjailbreak_test,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.8335753703165844,Hidden States NMC
wildjailbreak_test,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.9322162985529322,Hidden States NMC
wildjailbreak_test,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.8339140534262486,Hidden States NMC
simplesafety_tests,olmo2_1124_7b_inst,wildguard,harmful,0.98989898989899,Hidden States NMC
simplesafety_tests,olmo2_1124_7b_inst,aegis,harmful,1.0,Hidden States NMC
simplesafety_tests,olmo2_1124_7b_inst,toxichat,harmful,0.98989898989899,Hidden States NMC
simplesafety_tests,olmo2_1124_7b_inst,wildguard+aegis,harmful,1.0,Hidden States NMC
simplesafety_tests,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.98989898989899,Hidden States NMC
simplesafety_tests,olmo2_1124_7b_inst,aegis+toxichat,harmful,1.0,Hidden States NMC
simplesafety_tests,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,1.0,Hidden States NMC
toxicchat_humanannotated,olmo2_1124_7b_inst,wildguard,harmful,0.5867895545314901,Hidden States NMC
toxicchat_humanannotated,olmo2_1124_7b_inst,aegis,harmful,0.7047353760445683,Hidden States NMC
toxicchat_humanannotated,olmo2_1124_7b_inst,toxichat,harmful,0.6373850868232891,Hidden States NMC
toxicchat_humanannotated,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.6337817638266069,Hidden States NMC
toxicchat_humanannotated,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.6426364572605562,Hidden States NMC
toxicchat_humanannotated,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.6389452332657201,Hidden States NMC
toxicchat_humanannotated,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.6408163265306123,Hidden States NMC
xstest,olmo2_1124_7b_inst,wildguard,harmful,0.9445910290237467,Hidden States NMC
xstest,olmo2_1124_7b_inst,aegis,harmful,0.9223529411764706,Hidden States NMC
xstest,olmo2_1124_7b_inst,toxichat,harmful,0.9164556962025316,Hidden States NMC
xstest,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.9672544080604534,Hidden States NMC
xstest,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.9470899470899471,Hidden States NMC
xstest,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.9285714285714286,Hidden States NMC
xstest,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.9696969696969697,Hidden States NMC
aegis,olmo2_1124_7b_inst,wildguard,harmful,0.8258928571428571,Hidden States NMC
aegis,olmo2_1124_7b_inst,aegis,harmful,0.8720173535791758,Hidden States NMC
aegis,olmo2_1124_7b_inst,toxichat,harmful,0.8398268398268398,Hidden States NMC
aegis,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.8676789587852495,Hidden States NMC
aegis,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.8277404921700223,Hidden States NMC
aegis,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.8720173535791758,Hidden States NMC
aegis,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.8676789587852495,Hidden States NMC
wildguardtest,olmo2_1124_7b_inst,wildguard,harmful,0.8362831858407079,Hidden States NMC
wildguardtest,olmo2_1124_7b_inst,aegis,harmful,0.8561549100968188,Hidden States NMC
wildguardtest,olmo2_1124_7b_inst,toxichat,harmful,0.8108791903858318,Hidden States NMC
wildguardtest,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.8450909090909091,Hidden States NMC
wildguardtest,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.8354243542435424,Hidden States NMC
wildguardtest,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.8256765261170548,Hidden States NMC
wildguardtest,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.8450909090909091,Hidden States NMC
harmbench,olmo2_1124_7b_inst,wildguard,harmful,0.9282511210762332,Hidden States NMC
harmbench,olmo2_1124_7b_inst,aegis,harmful,0.9586056644880174,Hidden States NMC
harmbench,olmo2_1124_7b_inst,toxichat,harmful,0.9851380042462845,Hidden States NMC
harmbench,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.9586056644880174,Hidden States NMC
harmbench,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.9894291754756871,Hidden States NMC
harmbench,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.9894291754756871,Hidden States NMC
harmbench,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.9894291754756871,Hidden States NMC
openai_mod,olmo2_1124_7b_inst,wildguard,harmful,0.7466427931960609,Hidden States NMC
openai_mod,olmo2_1124_7b_inst,aegis,harmful,0.7425742574257426,Hidden States NMC
openai_mod,olmo2_1124_7b_inst,toxichat,harmful,0.6926605504587156,Hidden States NMC
openai_mod,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.7421487603305785,Hidden States NMC
openai_mod,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.7059748427672956,Hidden States NMC
openai_mod,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.7305194805194806,Hidden States NMC
openai_mod,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.7311129163281884,Hidden States NMC
mmlu,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States NMC
mmlu,olmo2_1124_7b_inst,aegis,non_harmful,1.0,Hidden States NMC
mmlu,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States NMC
mmlu,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States NMC
mmlu,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
mmlu,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States NMC
mmlu,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States NMC
codex,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States NMC
codex,olmo2_1124_7b_inst,aegis,non_harmful,1.0,Hidden States NMC
codex,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States NMC
codex,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States NMC
codex,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States NMC
codex,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States NMC
codex,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States NMC
gsm8k,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States NMC
