model,dataset,layer,accuracy,f1,true_positive_rate,true_negative_rate,roc_auc,average_precision,negative_support,positive_support,Classification_Type,num_layers
olmo2_1124_7b,wildguardtest,28,0.8505002942907592,0.8172661870503597,0.753315649867374,0.928042328042328,0.9219457426353977,0.9056206256807487,945,754,Hidden States Maha,
olmo2_1124_7b,wildguardtest,29,0.8587404355503238,0.8283261802575107,0.7679045092838196,0.9312169312169312,0.9209198209198209,0.9040329469435926,945,754,Hidden States Maha,
olmo2_1124_7b,wildguardtest,30,0.857563272513243,0.826647564469914,0.7652519893899205,0.9312169312169312,0.9224671241912622,0.9044246856810021,945,754,Hidden States Maha,
olmo2_1124_7b,wildguardtest,31,0.8528546203649205,0.8214285714285714,0.7625994694960212,0.9248677248677248,0.9222166084235051,0.9040156257445285,945,754,Hidden States Maha,
olmo2_1124_7b,wildguardtest,32,0.8528546203649205,0.8204022988505747,0.7572944297082228,0.9291005291005291,0.9237260185536047,0.9064996826557414,945,754,Hidden States Maha,
olmo2_1124_7b_inst,wildguardtest,1,0.7875220718069452,0.7343635025754232,0.6618037135278515,0.8878306878306879,0.835222376601687,0.8209148618374738,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,2,0.7992937021777516,0.7457121551081283,0.6631299734748011,0.9079365079365079,0.8506750592957488,0.8345460434578592,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,3,0.7987051206592113,0.7443946188340808,0.6604774535809018,0.908994708994709,0.8618058187023705,0.8464073789744069,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,4,0.8128310771041789,0.7633928571428571,0.6803713527851459,0.9185185185185185,0.8816870868595007,0.8665074617843151,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,5,0.8216597998822837,0.774385703648548,0.6896551724137931,0.926984126984127,0.8822610977783392,0.8645347193928657,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,6,0.8346085932901707,0.792619926199262,0.7122015915119363,0.9322751322751323,0.9078445819825132,0.8856423490445199,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,7,0.8469688051795173,0.8102189781021898,0.7360742705570292,0.9354497354497354,0.9157551260999536,0.8971257550215108,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,8,0.8528546203649205,0.8183139534883721,0.746684350132626,0.9375661375661376,0.9254354202630066,0.9041858402741552,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,9,0.8658034137728076,0.8357348703170029,0.7692307692307693,0.9428571428571428,0.9284121370328267,0.9077070961294764,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,10,0.8746321365509123,0.8466522678185745,0.7798408488063661,0.9502645502645503,0.9362426845185465,0.9159816597698853,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,11,0.872277810476751,0.8446671438797423,0.7824933687002652,0.9439153439153439,0.941511234614683,0.9208811924423903,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,12,0.8875809299587993,0.8659649122807017,0.8183023872679045,0.9428571428571428,0.9445433876468359,0.9277456215017235,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,13,0.8917010005885815,0.871866295264624,0.830238726790451,0.9407407407407408,0.9454752782338989,0.9342192922312628,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,14,0.8946439081812831,0.8756080611535789,0.8355437665782494,0.9417989417989417,0.9450507347059071,0.93510914090808,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,15,0.8946439081812831,0.8762957843814789,0.8408488063660478,0.9375661375661376,0.9425722425722425,0.9342671776157659,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,16,0.8975868157739847,0.8793342579750347,0.8408488063660478,0.9428571428571428,0.944763729246488,0.9335936499819177,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,17,0.8987639788110653,0.8807212205270458,0.8421750663129973,0.9439153439153439,0.945163010680252,0.9344235413125117,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,18,0.9005297233666862,0.883367839889579,0.8488063660477454,0.9417989417989417,0.9457622836933182,0.9368220084215443,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,19,0.8993525603296056,0.8818244644091223,0.8461538461538461,0.9417989417989417,0.9444121651018202,0.934171557012615,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,20,0.899941141848146,0.8827586206896552,0.8488063660477454,0.9407407407407408,0.9445384755729583,0.9314489235014178,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,21,0.8987639788110653,0.8810511756569848,0.8448275862068966,0.9417989417989417,0.9418684125580676,0.9323673600717706,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,22,0.899941141848146,0.8827586206896552,0.8488063660477454,0.9407407407407408,0.9414312379829621,0.9320226067068784,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,23,0.8987639788110653,0.8810511756569848,0.8448275862068966,0.9417989417989417,0.9424985614640786,0.9353114802181179,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,24,0.8969982342554443,0.8790601243953006,0.843501326259947,0.9396825396825397,0.9437749989474126,0.9359081847331848,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,25,0.8975868157739847,0.8796680497925311,0.843501326259947,0.9407407407407408,0.9443890081821116,0.9382757397759284,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,26,0.8969982342554443,0.8788927335640139,0.8421750663129973,0.9407407407407408,0.9434641348434452,0.9377182103776951,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,27,0.8958210712183637,0.8773388773388774,0.8395225464190982,0.9407407407407408,0.9431294120949293,0.9398105747562473,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,28,0.898175397292525,0.8802768166089966,0.843501326259947,0.9417989417989417,0.941996126478885,0.9366933384509264,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,29,0.8993525603296056,0.8814968814968815,0.843501326259947,0.9439153439153439,0.9403295299847024,0.9329713386588394,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,30,0.899941141848146,0.8822714681440443,0.8448275862068966,0.9439153439153439,0.9395821930304687,0.9334928866642804,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,31,0.8987639788110653,0.8810511756569848,0.8448275862068966,0.9417989417989417,0.9410003789314134,0.9338834622201263,945,754,Hidden States Maha,32.0
olmo2_1124_7b_inst,wildguardtest,32,0.8975868157739847,0.8793342579750347,0.8408488063660478,0.9428571428571428,0.9410740600395772,0.9333275389956351,945,754,Hidden States Maha,32.0
olmo2_1124_13b_inst,wildguardtest,1,0.7551500882872277,0.7066290550070522,0.6644562334217506,0.8275132275132275,0.8085519206208862,0.7963820262045098,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,2,0.7969393761035903,0.7419596110695588,0.6578249336870027,0.9079365079365079,0.8472380110311146,0.8332944333560426,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,3,0.7975279576221307,0.7417417417417418,0.6551724137931034,0.9111111111111111,0.8577737077737079,0.8428098763592816,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,4,0.8069452619187758,0.755223880597015,0.6710875331564987,0.9153439153439153,0.8707050931188861,0.8551508102376615,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,5,0.8204826368452031,0.7749077490774908,0.6962864721485411,0.9195767195767196,0.8915350932592312,0.8719180992440779,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,6,0.836962919364332,0.7949666913397483,0.7122015915119363,0.9365079365079365,0.9036994933546658,0.8843724450414735,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,7,0.8487345497351383,0.8097705403404886,0.7254641909814323,0.9470899470899471,0.9166989460092908,0.8985886033041008,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,8,0.8563861094761624,0.8203240058910162,0.7387267904509284,0.9502645502645503,0.9277419898109552,0.9079991255034048,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,9,0.8581518540317834,0.8239590942293645,0.7480106100795756,0.946031746031746,0.9335487628591079,0.9076839445677078,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,10,0.8622719246615657,0.8306801736613604,0.7612732095490716,0.9428571428571428,0.9364875864875866,0.9163260282559021,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,11,0.8816951147733961,0.8573456352022711,0.8010610079575596,0.946031746031746,0.9473881801468009,0.9307593886476375,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,12,0.8893466745144203,0.8668555240793201,0.8116710875331565,0.9513227513227513,0.9507796162968577,0.9375388607159807,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,13,0.8917010005885815,0.8702397743300423,0.8183023872679045,0.9502645502645503,0.9490077610767266,0.9397835696210187,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,14,0.8952324896998234,0.8755244755244755,0.830238726790451,0.9470899470899471,0.9509508371577337,0.9348041273544688,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,15,0.8975868157739847,0.8779803646563815,0.830238726790451,0.9513227513227513,0.9515283567007704,0.939517893746635,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,16,0.8987639788110653,0.8797202797202798,0.8342175066312998,0.9502645502645503,0.9501522742902052,0.9363605195749339,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,17,0.8987639788110653,0.8800557880055788,0.8368700265251989,0.9481481481481482,0.9513753806857254,0.940095499966441,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,18,0.8993525603296056,0.8808362369337979,0.8381962864721485,0.9481481481481482,0.9509220664393078,0.93988450092347,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,19,0.901706886403767,0.8834612700628053,0.8395225464190982,0.9513227513227513,0.9498561464078705,0.9383485015243734,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,20,0.8969982342554443,0.8782185107863605,0.8368700265251989,0.944973544973545,0.9499459671873466,0.9402219850115907,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,21,0.8975868157739847,0.8783216783216783,0.8328912466843501,0.9492063492063492,0.9482021809608016,0.9356141376465366,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,22,0.8987639788110653,0.8800557880055788,0.8368700265251989,0.9481481481481482,0.9465889155544328,0.936191073444947,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,23,0.8993525603296056,0.8810020876826722,0.8395225464190982,0.9470899470899471,0.9477229028953166,0.9343014726588659,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,24,0.9005297233666862,0.8823938761308281,0.8408488063660478,0.9481481481481482,0.9484098915133399,0.9328123424588878,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,25,0.9005297233666862,0.8822299651567944,0.8395225464190982,0.9492063492063492,0.9471825747687818,0.9352812329548421,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,26,0.9005297233666862,0.8822299651567944,0.8395225464190982,0.9492063492063492,0.948397260466226,0.9348808301265495,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,27,0.9034726309593879,0.8861111111111111,0.8461538461538461,0.9492063492063492,0.9495747547471685,0.9369823885510777,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,28,0.9028840494408475,0.8853370396108409,0.8448275862068966,0.9492063492063492,0.949500371914165,0.9335630223655857,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,29,0.9011183048852266,0.883495145631068,0.8448275862068966,0.946031746031746,0.9484070846139812,0.9353605692947329,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,30,0.9046497939964685,0.8878116343490304,0.850132625994695,0.9481481481481482,0.9475404544370062,0.9350299599360561,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,31,0.9034726309593879,0.8862690707350902,0.8474801061007957,0.9481481481481482,0.9475769441286683,0.9381165987402418,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,32,0.9028840494408475,0.8856548856548857,0.8474801061007957,0.9470899470899471,0.9480042945560188,0.9399169407813059,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,33,0.9034726309593879,0.8862690707350902,0.8474801061007957,0.9481481481481482,0.9486147951665194,0.9406233591139974,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,34,0.9040612124779281,0.887040887040887,0.8488063660477454,0.9481481481481482,0.947795882278641,0.9360140874941547,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,35,0.9040612124779281,0.887040887040887,0.8488063660477454,0.9481481481481482,0.9475278233898924,0.9366504516764245,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,36,0.9028840494408475,0.8856548856548857,0.8474801061007957,0.9470899470899471,0.9479748221127532,0.9364229938981404,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,37,0.9034726309593879,0.8864265927977839,0.8488063660477454,0.9470899470899471,0.9474450198588129,0.9366391477763554,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,38,0.9052383755150089,0.8887353144436766,0.8527851458885941,0.9470899470899471,0.946831010624114,0.9363052587721719,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,39,0.9034726309593879,0.8865836791147994,0.850132625994695,0.946031746031746,0.946855570993502,0.9353211819141655,945,754,Hidden States Maha,40.0
olmo2_1124_13b_inst,wildguardtest,40,0.9022954679223072,0.8852005532503457,0.8488063660477454,0.944973544973545,0.9468211864763588,0.9372259017724072,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,1,0.7898763978811065,0.7411167512690355,0.6777188328912467,0.8793650793650793,0.843199584578895,0.8377197009785576,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,2,0.7910535609181871,0.7340823970037453,0.649867374005305,0.9037037037037037,0.8570256690946345,0.8393555752553148,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,3,0.8057680988816951,0.7548291233283804,0.6737400530503979,0.9111111111111111,0.8737912789636928,0.8530108567609018,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,4,0.8087110064743968,0.7594374537379719,0.6803713527851459,0.9111111111111111,0.8822372391337909,0.8603430383279399,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,5,0.8375515008828722,0.7976539589442815,0.7214854111405835,0.9301587301587302,0.9071568916396503,0.8817393580736752,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,6,0.8428487345497352,0.8032424465733236,0.7228116710875332,0.9386243386243386,0.9136225843122396,0.8896355190076327,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,7,0.8493231312536786,0.813953488372093,0.7427055702917772,0.9343915343915344,0.9220425806632702,0.9004731189658987,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,8,0.8587404355503238,0.8258345428156749,0.7546419098143236,0.9417989417989417,0.9306787082649151,0.9130241005056414,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,9,0.8728663919952914,0.8448275862068966,0.7798408488063661,0.9470899470899471,0.9326393274669138,0.91307656896409,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,10,0.8716892289582107,0.8451704545454546,0.7891246684350133,0.9375661375661376,0.9361907568804121,0.9173860064588425,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,11,0.8716892289582107,0.8451704545454546,0.7891246684350133,0.9375661375661376,0.9378433188778017,0.91841890541528,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,12,0.8828722778104767,0.8589652728561304,0.8037135278514589,0.946031746031746,0.9448830224692294,0.9262204993824158,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,13,0.8840494408475574,0.8611698379140239,0.8103448275862069,0.9428571428571428,0.945038805383633,0.9288324338902827,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,14,0.8881695114773396,0.8667601683029453,0.8196286472148541,0.9428571428571428,0.9493712545436684,0.9302510466895152,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,15,0.886992348440259,0.865546218487395,0.8196286472148541,0.9407407407407408,0.9491691577898476,0.9308759644758704,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,16,0.8946439081812831,0.8743859649122807,0.8262599469496021,0.9492063492063492,0.9511739856567444,0.9345134010771102,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,17,0.8975868157739847,0.8781512605042017,0.8315649867374005,0.9502645502645503,0.9520020209675383,0.9383948554956554,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,18,0.8964096527369041,0.8770949720670391,0.8328912466843501,0.9470899470899471,0.9502112191767363,0.9380649684565446,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,19,0.8922895821071218,0.8719384184744576,0.8262599469496021,0.944973544973545,0.9478632478632477,0.9369864642756985,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,20,0.8952324896998234,0.8756983240223464,0.8315649867374005,0.946031746031746,0.9481818309404516,0.9347490446279125,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,21,0.8975868157739847,0.8784916201117319,0.8342175066312998,0.9481481481481482,0.9467538208917518,0.9327485466611085,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,22,0.8964096527369041,0.8774373259052924,0.8355437665782494,0.944973544973545,0.9449454759799588,0.9306608521667269,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,23,0.8905238375515009,0.871191135734072,0.8342175066312998,0.9354497354497354,0.9460913926431169,0.9306884888906845,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,24,0.8922895821071218,0.872651356993737,0.8315649867374005,0.9407407407407408,0.9456493059941337,0.9292873745909603,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,25,0.8946439081812831,0.8757807078417765,0.8368700265251989,0.9407407407407408,0.9430143292212259,0.9300504060748644,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,26,0.8917010005885815,0.8720445062586927,0.8315649867374005,0.9396825396825397,0.9451412572102229,0.9329077877062216,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,27,0.8887580929958799,0.8684759916492694,0.8275862068965517,0.9375661375661376,0.9443735702356393,0.9325598872618881,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,28,0.8881695114773396,0.8678720445062587,0.8275862068965517,0.9365079365079365,0.9435153607567403,0.9312815514841506,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,29,0.8875809299587993,0.8661527680448493,0.8196286472148541,0.9417989417989417,0.9427273237618066,0.9281084281748085,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,30,0.8887580929958799,0.8673684210526316,0.8196286472148541,0.9439153439153439,0.9414417638555569,0.9272156944483417,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,31,0.8905238375515009,0.8699300699300699,0.8249336870026526,0.9428571428571428,0.9431757259343465,0.9291786998802622,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,32,0.8917010005885815,0.8713286713286713,0.8262599469496021,0.9439153439153439,0.9432171276998862,0.9303920587699905,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,33,0.8946439081812831,0.8756080611535789,0.8355437665782494,0.9417989417989417,0.9433876468359227,0.9317779056345892,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,34,0.8905238375515009,0.8708333333333333,0.8315649867374005,0.9375661375661376,0.9431062551752207,0.9316043024771138,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,35,0.8899352560329605,0.8695045359385903,0.8262599469496021,0.9407407407407408,0.9425294373570237,0.9304860465683543,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,36,0.8875809299587993,0.8665269042627534,0.8222811671087533,0.9396825396825397,0.942655046103322,0.929841830040021,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,37,0.886992348440259,0.8657342657342657,0.8209549071618037,0.9396825396825397,0.9418845522293797,0.9303697423498913,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,38,0.8846380223660977,0.8631284916201117,0.8196286472148541,0.9365079365079365,0.9421420852455337,0.9306579933749703,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,39,0.8858151854031784,0.8647140864714087,0.8222811671087533,0.9365079365079365,0.940483207724587,0.9314285547249442,945,754,Hidden States Maha,40.0
mistral12b_inst,wildguardtest,40,0.8816951147733961,0.8593421973407978,0.8143236074270557,0.9354497354497354,0.9411694946177706,0.9320481188950269,945,754,Hidden States Maha,40.0
olmo2_0325_32b_inst,wildguardtest,1,0.6397881106533255,0.6136363636363636,0.6445623342175066,0.635978835978836,0.671808906291665,0.6024878946099688,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,2,0.7533843437316068,0.7043048694424842,0.6618037135278515,0.8264550264550264,0.79928634583807,0.7939381007325275,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,3,0.7698646262507357,0.7110125646711013,0.6379310344827587,0.8751322751322751,0.8172982190223569,0.8095020665650455,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,4,0.7745732783990583,0.7230657989877078,0.6631299734748011,0.8634920634920635,0.827184118563429,0.8122820935336065,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,5,0.7757504414361389,0.7216946676406136,0.6551724137931034,0.8719576719576719,0.8326835361318118,0.8169465777504067,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,6,0.7763390229546793,0.7238372093023255,0.6604774535809018,0.8687830687830688,0.837167557857213,0.8222435028305846,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,7,0.7804590935844614,0.7271397220190198,0.6591511936339522,0.8772486772486773,0.8389366061779855,0.8212931405365957,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,8,0.7934078869923484,0.7394209354120267,0.6604774535809018,0.8994708994708994,0.8465566362118085,0.8301798334983985,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,9,0.7987051206592113,0.7474150664697193,0.6710875331564987,0.9005291005291005,0.8474281784626613,0.8333217434430219,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,10,0.8057680988816951,0.7544642857142857,0.6724137931034483,0.9121693121693122,0.8739484653277756,0.8561950883743064,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,11,0.8140082401412596,0.7645305514157973,0.6803713527851459,0.9206349206349206,0.88452275693655,0.8647956248561157,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,12,0.8140082401412596,0.7659259259259259,0.6856763925729443,0.9164021164021164,0.8832673711984058,0.8631274086289167,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,13,0.8122424955856387,0.7631774313288789,0.6816976127320955,0.9164021164021164,0.8795762985418156,0.859564419535997,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,14,0.8181283107710418,0.7695749440715883,0.6843501326259946,0.9248677248677248,0.8853655284689768,0.8653136232359795,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,15,0.8228369629193644,0.7768717568569311,0.6949602122015915,0.9248677248677248,0.900238586445483,0.8794387313845007,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,16,0.835197174808711,0.7919762258543833,0.7068965517241379,0.9375661375661376,0.9055576607300745,0.8863014130770714,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,17,0.8346085932901707,0.791388270230141,0.7068965517241379,0.9365079365079365,0.9070137397723604,0.8861717841681237,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,18,0.8434373160682754,0.8049853372434017,0.7281167108753316,0.9354497354497354,0.9165614079407183,0.8925072976888256,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,19,0.8440258975868158,0.8044280442804428,0.7228116710875332,0.9407407407407408,0.9174540019367606,0.8942449601712316,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,20,0.8475573866980577,0.8094186902133922,0.7294429708222812,0.9417989417989417,0.9219029374201788,0.8977214714739749,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,21,0.8440258975868158,0.805575935436537,0.7281167108753316,0.9365079365079365,0.9202994961615651,0.8945764293840038,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,22,0.8510888758092996,0.8149231894659839,0.7387267904509284,0.9407407407407408,0.9231063955201887,0.9009648244128106,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,23,0.8616833431430253,0.8298334540188269,0.7599469496021221,0.9428571428571428,0.9296429624015831,0.9071842943733802,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,24,0.8640376692171866,0.8334534967555876,0.76657824933687,0.9417989417989417,0.9332315832315833,0.909053044423035,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,25,0.8693349028840495,0.840057636887608,0.773209549071618,0.946031746031746,0.9382601434325573,0.9147874981536817,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,26,0.872277810476751,0.8444444444444444,0.7811671087533156,0.944973544973545,0.9386566179669629,0.9142336914108626,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,27,0.872277810476751,0.8444444444444444,0.7811671087533156,0.944973544973545,0.9378861240930205,0.915863896311238,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,28,0.8758092995879929,0.8498220640569395,0.7917771883289124,0.9428571428571428,0.9415400053331088,0.9204279309072041,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,29,0.8758092995879929,0.8487455197132616,0.7851458885941645,0.9481481481481482,0.9431252017458914,0.9219508955086461,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,30,0.8816951147733961,0.8571428571428571,0.7997347480106101,0.9470899470899471,0.9436409695030386,0.9265918512833948,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,31,0.8893466745144203,0.867231638418079,0.8143236074270557,0.9492063492063492,0.9488204005445385,0.9359206927074941,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,32,0.8899352560329605,0.868402533427164,0.8183023872679045,0.9470899470899471,0.9483523500764881,0.9364594316166566,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,33,0.8928781636256622,0.8725490196078431,0.8262599469496021,0.946031746031746,0.9480751687648239,0.9380030410919351,945,754,Hidden States Maha,60.0
olmo2_0325_32b_inst,wildguardtest,34,0.8940553266627428,0.8735955056179775,0.8249336870026526,0.9492063492063492,0.9502350778212847,0.9379701216491845,945,754,Hidden States Maha,60.0
